0.6435,-0.52346,-1.8558,0.80848,0.94248
0.6435,-0.59818,-1.8653,0.89266,0.94248
0.6435,-0.67813,-1.8653,0.97262,0.94248
0.6435,-0.76232,-1.8558,1.0473,0.94248
0.6435,-0.84971,-1.837,1.1159,0.94248
0.6435,-0.93937,-1.8089,1.1774,0.94248
0.6435,-1.0305,-1.7717,1.2314,0.94248
0.6435,-1.1225,-1.7256,1.2773,0.94248
0.6435,-1.2149,-1.6707,1.3149,0.94248
0.6435,-1.3077,-1.6071,1.344,0.94248
0.6435,-1.3077,-1.6071,1.344,0.94248
0.6272,-1.3181,-1.5555,1.3028,0.94248
0.6116,-1.3304,-1.5014,1.261,0.94248
0.59666,-1.3446,-1.4446,1.2184,0.94248
0.58235,-1.3609,-1.3848,1.1749,0.94248
0.56864,-1.3793,-1.3218,1.1304,0.94248
0.55549,-1.4002,-1.2551,1.0845,0.94248
0.54288,-1.4236,-1.1842,1.037,0.94248
0.53077,-1.4501,-1.1083,0.98759,0.94248
0.51915,-1.48,-1.0264,0.9356,0.94248
0.51915,-1.48,-1.0264,0.9356,0.94248
0.51651,-1.439,-1.1398,1.008,0.94248
0.51371,-1.404,-1.2432,1.0764,0.94248
0.51075,-1.3743,-1.3387,1.1422,0.94248
0.5076,-1.349,-1.428,1.2062,0.94248
0.50425,-1.3279,-1.5119,1.269,0.94248
0.50067,-1.3107,-1.5913,1.3312,0.94248
0.49684,-1.2974,-1.6666,1.3932,0.94248
0.49274,-1.288,-1.7383,1.4555,0.94248
0.48833,-1.2825,-1.8066,1.5183,0.94248
0.48833,-1.2825,-1.8066,1.5183,0.94248
0.47433,-1.2861,-1.757,1.4723,0.94248
0.46105,-1.2919,-1.7052,1.4263,0.94248
0.44844,-1.2999,-1.6512,1.3803,0.94248
0.43646,-1.31,-1.5949,1.3341,0.94248
0.42507,-1.3224,-1.536,1.2876,0.94248
0.41422,-1.337,-1.4743,1.2405,0.94248
0.40388,-1.354,-1.4096,1.1928,0.94248
0.39402,-1.3734,-1.3415,1.1442,0.94248
0.3846,-1.3956,-1.2696,1.0943,0.94248
0.3846,-1.3956,-1.2696,1.0943,0.94248
0.3846,-1.2514,-1.3736,1.0542,0.94248
0.3846,-1.114,-1.4502,0.99339,0.94248
0.3846,-0.98389,-1.5008,0.91388,0.94248
0.3846,-0.86272,-1.526,0.81794,0.94248
0.3846,-0.75285,-1.526,0.70808,0.94248
0.3846,-0.65691,-1.5008,0.5869,0.94248
0.3846,-0.57741,-1.4502,0.45677,0.94248
0.3846,-0.51657,-1.3736,0.31936,0.94248
0.3846,-0.47647,-1.2696,0.17523,0.94248
