0.22348,-0.7056,-1.5319,0.66666,0.94248
0.22348,-0.76359,-1.5407,0.73346,0.94248
0.22348,-0.82592,-1.5414,0.7965,0.94248
0.22348,-0.8921,-1.534,0.8553,0.94248
0.22348,-0.96164,-1.5185,0.90936,0.94248
0.22348,-1.0341,-1.4949,0.95822,0.94248
0.22348,-1.1091,-1.4631,1.0015,0.94248
0.22348,-1.1864,-1.4231,1.0387,0.94248
0.22348,-1.2658,-1.3745,1.0695,0.94248
0.22348,-1.3473,-1.3171,1.0936,0.94248
0.22348,-1.3473,-1.3171,1.0936,0.94248
0.22907,-1.3243,-1.3915,1.145,0.94248
0.23494,-1.304,-1.4621,1.1953,0.94248
0.24112,-1.2863,-1.5295,1.2449,0.94248
0.24762,-1.271,-1.5939,1.2941,0.94248
0.25448,-1.2582,-1.6556,1.3431,0.94248
0.26171,-1.2478,-1.715,1.392,0.94248
0.26936,-1.2399,-1.772,1.4411,0.94248
0.27746,-1.2344,-1.8269,1.4905,0.94248
0.28605,-1.2314,-1.8798,1.5404,0.94248
0.28605,-1.2314,-1.8798,1.5404,0.94248
0.25571,-1.2311,-1.8942,1.5545,0.94248
0.22489,-1.231,-1.9069,1.567,0.94248
0.19362,-1.231,-1.9178,1.578,0.94248
0.16197,-1.2311,-1.9271,1.5874,0.94248
0.12998,-1.2313,-1.9347,1.5952,0.94248
0.097727,-1.2315,-1.9406,1.6012,0.94248
0.065267,-1.2316,-1.9448,1.6056,0.94248
0.032668,-1.2317,-1.9473,1.6082,0.94248
0,-1.2317,-1.9482,1.6091,0.94248
0,-1.2317,-1.9482,1.6091,0.94248
0,-1.2311,-1.8957,1.556,0.94248
0,-1.2333,-1.8412,1.5038,0.94248
0,-1.2384,-1.7847,1.4523,0.94248
0,-1.2461,-1.726,1.4013,0.94248
0,-1.2564,-1.6651,1.3507,0.94248
0,-1.2693,-1.6017,1.3002,0.94248
0,-1.2847,-1.5356,1.2495,0.94248
0,-1.3028,-1.4665,1.1985,0.94248
0,-1.3235,-1.3941,1.1468,0.94248
0,-1.3235,-1.3941,1.1468,0.94248
0.012626,-1.3236,-1.3939,1.1467,0.94248
0.025247,-1.3238,-1.3932,1.1462,0.94248
0.037861,-1.3241,-1.392,1.1454,0.94248
0.050462,-1.3246,-1.3904,1.1442,0.94248
0.063048,-1.3252,-1.3883,1.1427,0.94248
0.075613,-1.326,-1.3857,1.1409,0.94248
0.088155,-1.3269,-1.3826,1.1388,0.94248
0.10067,-1.328,-1.3791,1.1363,0.94248
0.11315,-1.3292,-1.3751,1.1335,0.94248
0.11315,-1.3292,-1.3751,1.1335,0.94248
0.11459,-1.3182,-1.412,1.1594,0.94248
0.11606,-1.3079,-1.448,1.1851,0.94248
0.11757,-1.2983,-1.4831,1.2106,0.94248
0.11911,-1.2893,-1.5174,1.2359,0.94248
0.1207,-1.281,-1.5509,1.2611,0.94248
0.12234,-1.2733,-1.5837,1.2862,0.94248
0.12401,-1.2663,-1.6159,1.3113,0.94248
0.12574,-1.2598,-1.6474,1.3364,0.94248
0.12751,-1.254,-1.6782,1.3615,0.94248
0.12751,-1.254,-1.6782,1.3615,0.94248
0.12751,-1.0978,-1.7726,1.2997,0.94248
0.12751,-0.94236,-1.8426,1.2142,0.94248
0.12751,-0.79013,-1.8874,1.1067,0.94248
0.12751,-0.64521,-1.906,0.9804,0.94248
0.12751,-0.51258,-1.898,0.83978,0.94248
0.12751,-0.39711,-1.8636,0.68991,0.94248
0.12751,-0.30256,-1.8036,0.53534,0.94248
0.12751,-0.23117,-1.7189,0.37925,0.94248
0.12751,-0.18387,-1.61,0.22308,0.94248
